vertex_id:int,label_id:int,attr:string,rand:int
941408,1,Heterophyidae,4
943227,1,Paghman_stream_salamander,9
944745,1,Fukuiraptor,2
951468,1,Cronartiaceae,7
951499,1,Cronartium,7
951533,1,Cronartium_ribicola,4
951932,1,Peptostreptococcus,6
955323,1,Serendipaceratops,0
962262,1,Phyllomedusa,3
962263,1,Phyllomedusinae,9
962989,1,Centrocestus_formosanus,4
964501,1,Two-toed_sloth,6
965130,1,Chinese_red-headed_centipede,2
965131,1,Scolopendra_subspinipes,3
970674,1,Capitella_capitata,7
970675,1,Scolecida,6
970676,1,Capitellidae,7
970677,1,Capitella,4
972025,1,Ctenurella,2
972026,1,Ptyctodontida,4
973742,1,Brachylaima,5
973743,1,Brachylaimidae,5
974572,1,Lake_duck,7
977307,1,Carboxydothermus_hydrogenoformans,7
977308,1,Peptococcaceae,3
978271,1,Fabrosaurus,3
978272,1,Fabrosauridae,2
984277,1,Cyclospora_cayetanensis,2
984278,1,Cyclospora,0
984736,1,Sigillaria,7
989117,1,Amazonsaurus,1
992923,1,Suillaceae,8
997827,1,Nomingia,0
1000639,1,Segisaurus,6
1001110,1,Maccoa_duck,9
1001111,1,Blue-billed_duck,3
1001251,1,Altirhinus,3
1004594,1,Amargasaurus,4
1004595,1,Dicraeosauridae,9
1004622,1,Archaeornithoides,8
1004766,1,Bahariasaurus,4
1004780,1,Drinker,6
1004784,1,Dicraeosaurus,9
1004796,1,Eolambia,9
1004801,1,Chilantaisaurus,7
1005857,1,Isanosaurus,8
1007046,1,Pareatinae,1
1007393,1,Notohypsilophodon,4
1007440,1,Nemegtosaurus,3
1008139,1,Piatnitzkysaurus,5
1008161,1,Rebbachisaurus,9
1009327,1,Tarascosaurus,3
1009483,1,Shunosaurus,5
1009498,1,Euhelopus,5
1009810,1,Hypselosaurus,2
1009818,1,Janenschia,8
1009853,1,Huayangosaurus,3
1014662,1,Zizhongosaurus,7
1014675,1,Maleevus,0
1016245,1,Phaedrolosaurus,6
1016751,1,Pyrotheria,7
1016752,1,Pyrotheriidae,8
1016792,1,Xenungulata,8
1017264,1,Enhydris,6
1017618,1,Xenophidia,7
1018480,1,Bagaceratops,4
1018578,1,Dinodocus,9
1019988,1,Chuck-will's-widow,0
1024141,1,Cycloramphinae,7
1024188,1,Telmatobiinae,1
1029669,1,Halanaerobiales,0
1029682,1,Thermoanaerobacteriales,2
1031537,1,Batrachophrynus,7
1032651,1,Ciona,4
1032652,1,Cionidae,5
1033050,1,Ciona_intestinalis,8
1033993,1,Fucus_serratus,0
1036536,1,Suminia,8
1036538,1,Otsheridae,3
1041022,1,Plethodontohyla,2
1041058,1,Microhylinae,4
1041096,1,Anodonthyla,7
1043688,1,Scaphiophryninae,4
1044473,1,Entomobryidae,6
1044474,1,Springtail,5
1044475,1,Entomobryomorpha,7
1044476,1,Entomobryoidea,6
1048486,1,Mantidactylus,5
1048488,1,Mantellinae,1
1048492,1,Mantella,1
1048506,1,Chirixalus,5
1055810,1,Taylor's_salamander,0
1056043,1,Lake_Patzcuaro_salamander,0
1056247,1,Chaetodipus,0
1056471,1,Rhacophorus,8
1057205,1,Campodeidae,2
1059716,1,Actiniaria_(family_list),0
1069857,1,Difflugia,8
1069858,1,Arcellinida,0
1074018,1,Haplodrili,7
1075592,1,Scaphiophryne,1
1075829,1,Myzostomida,5
1077913,1,Gumboot_chiton,3
1077916,1,Acanthochitonidae,4
1079352,1,Adamantisaurus,2
1079547,1,Amolops,3
1080523,1,Sebae_anemone,0
1080606,1,Dicrocoelium_dendriticum,9
1080792,1,Huia_(frog),0
1083928,1,Biarmosuchus,0
1086373,1,Staurois,1
1088585,1,Cochranella,1
1088867,1,Hemileia_vastatrix,9
1089707,1,Riccia_fluitans,9
1098631,1,Lake_Lerma_salamander,8
1098662,1,Delicate-skinned_salamander,7
1099644,1,Xenia_(genus),6
1099645,1,Alcyonacea,9
1099646,1,Xeniidae,6
1100879,1,Sinoconodon,8
1101151,1,Adelobasileus,9
1108555,1,Russula_xerampelina,7
1108579,1,Russula_nobilis,0
1108614,1,Russula_vesca,7
1108918,1,Yaverlandia,5
1109096,1,Laboulbeniomycetes,8
1111755,1,Limaysaurus,8
1111997,1,Qinlingosaurus,5
1112003,1,Bonatitan,7
1112588,1,Algoasaurus,2
1112601,1,Andesaurus,5
1112647,1,Antetonitrus,7
1114509,1,Amtosaurus,7
1114514,1,Asiaceratops,3
1114519,1,Arstanosaurus,9
1114520,1,Asiatosaurus,6
1114536,1,Aristosuchus,9
1114546,1,Austrosaurus,9
1114554,1,Bellusaurus,8
1114573,1,Blikanasaurus,7
1114574,1,Blikanasauridae,7
1114581,1,Brachypodosaurus,3
1114584,1,Breviceratops,6
1114585,1,Campylodoniscus,5
1114586,1,Cardiodon,2
1114652,1,Teinurosaurus,8
1114668,1,Walgettosuchus,4
1114696,1,Velocipes,0
1114791,1,Tanius,6
1114806,1,Tochisaurus,4
1114811,1,Trimucrodon,9
1114896,1,Atlasaurus,6
1115397,1,Regnosaurus,6
